FlightId,FlightNum,Airline,PassengerCount,Departure,ScheduledDate,ScheduledTime,Terminal,PlaneId,International,Destination
1005579,4083,United Airlines,358153,1,2023-02-05,06:25 PM,T6,PL97,0,Washington
1005580,5372,Air India,254224,0,2023-09-28,02:06 PM,T7,PL6,0,Omaha
1005581,5056,Cathay Pacific,497983,0,2023-02-01,10:10 PM,TBIT,PL190,1,Djibouti
1005582,2862,Etihad Airways,351703,0,2023-08-20,06:28 AM,T4,PL104,0,Tulsa
1005583,1733,Finnair,394954,1,2023-05-13,07:47 AM,T4,PL78,0,Boston
1005584,1684,Emirates,1842,0,2023-09-01,08:31 PM,T6,PL166,1,Nepal
1005585,8048,JetBlue Airways,175344,1,2023-05-08,07:51 PM,T8,PL139,0,Fort Worth
1005586,1035,Finnair,358742,0,2023-06-22,01:35 AM,T1,PL193,0,Peoria
1005587,2107,Avianca,36142,1,2023-04-22,04:32 PM,TBIT,PL140,1,Nigeria
1005588,6383,Saudia,15,1,2023-08-08,08:03 AM,T5,PL156,1,Germany
1005589,9340,Norwegian Air Shuttle,144,1,2023-12-03,03:21 AM,Miscellaneous,PL125,1,Algeria
1005590,5806,United Airlines,665148,0,2023-06-11,04:59 AM,TBIT,PL89,1,Cuba
1005591,5927,Air China,53702,1,2023-08-03,11:28 PM,T3,PL83,1,Mauritania
1005592,3587,Volaris,257966,1,2023-08-17,10:12 AM,T3,PL151,0,Norfolk
1005593,7152,Alitalia,62243,0,2023-10-07,07:57 AM,T2,PL71,1,Philippines
1005594,3239,Frontier Airlines,149,1,2023-07-08,08:43 AM,Imperial Terminal,PL85,0,Yonkers
1005595,9620,Aeroflot,13630,0,2023-06-13,03:32 AM,T3,PL20,1,Czech Republic
1005596,6118,Asiana Airlines,360070,0,2023-07-21,11:48 AM,T1,PL7,0,Chattanooga
1005597,7769,Frontier Airlines,368310,1,2023-02-05,03:46 PM,T1,PL41,0,Peoria
1005598,2624,Alitalia,342215,1,2023-10-09,08:11 PM,TBIT,PL70,1,Mongolia
1005599,1246,Emirates,20110,1,2023-05-07,10:51 AM,T6,PL128,1,Oman
1005600,2026,Air New Zealand,444030,1,2023-12-31,12:35 AM,T4,PL126,0,Oxnard
1005601,4053,Etihad Airways,9247,1,2023-02-13,11:44 PM,T1,PL175,1,Montenegro
1005602,7822,Qatar Airways,419276,0,2023-03-24,09:14 AM,T1,PL154,0,Fayetteville
1005603,4502,Scandinavian Airlines,2461,0,2023-07-13,04:45 AM,T8,PL36,1,Rwanda
1005604,3128,Asiana Airlines,357695,0,2023-01-19,09:01 PM,T5,PL8,0,Arlington
1005605,1364,Fiji Airways,238415,0,2023-05-01,03:38 AM,T5,PL11,0,Philadelphia
1005606,6642,TAP Air Portugal,8619,1,2023-12-19,12:10 PM,T6,PL174,1,Liberia
1005607,3009,Saudia,314130,1,2023-12-13,03:41 PM,T4,PL60,0,Yonkers
1005608,7491,Cathay Pacific,63399,0,2023-12-15,05:02 PM,T2,PL21,0,Boston
1005609,8996,Allegiant Air,246493,0,2023-09-24,05:24 PM,T3,PL85,0,Columbus
1005610,3704,Thai Airways,401339,0,2023-01-30,12:27 AM,T1,PL26,0,Scottsdale
1005611,6615,Allegiant Air,5160,1,2023-09-08,03:29 PM,Miscellaneous,PL71,1,Eswatini
1005612,1838,Air India,12897,0,2023-04-10,03:05 PM,T6,PL60,1,Greece
1005613,6332,Asiana Airlines,1792,0,2023-02-06,11:09 PM,T6,PL39,1,Kazakhstan
1005614,4394,Korean Air,30398,0,2023-06-30,10:41 PM,T7,PL178,1,Latvia
1005615,6286,United Airlines,246039,0,2023-05-19,06:49 AM,T7,PL104,0,Colorado Springs
1005616,5385,Air Canada,230955,1,2023-05-08,09:04 AM,T3,PL171,0,Omaha
1005617,6722,Qantas,135,0,2023-07-06,09:24 PM,Miscellaneous,PL28,1,Niger
1005618,7722,Volaris,1586,1,2023-08-31,12:45 PM,T8,PL173,1,Honduras
1005619,3279,Virgin Atlantic,47888,1,2023-12-09,10:56 AM,T6,PL168,1,Guinea
1005620,7715,TAP Air Portugal,15320,0,2023-06-07,10:10 AM,T3,PL33,1,Belize
1005621,1766,Lufthansa,60324,0,2023-02-27,08:37 PM,Miscellaneous,PL170,0,Chandler
1005622,7124,Iberia,556,1,2023-03-24,03:26 PM,Miscellaneous,PL176,0,Kansas City
1005623,8653,Etihad Airways,18802,1,2023-04-13,05:23 AM,T5,PL191,1,Namibia
1005624,1915,Swiss International Air Lines,302438,0,2023-11-24,04:25 PM,T4,PL78,0,Huntsville
1005625,7041,Volaris,688,1,2023-09-16,09:06 PM,Miscellaneous,PL110,0,Lincoln
1005626,9490,United Airlines,395099,1,2023-02-14,10:27 AM,T4,PL125,0,Kansas City
1005627,6881,Finnair,195852,1,2023-08-18,12:46 AM,T7,PL162,0,Santa Clarita
1005628,8348,Philippine Airlines,4755,1,2023-12-24,04:17 PM,T6,PL68,1,Rwanda
1005629,9546,Japan Airlines,4349,1,2023-04-04,07:01 PM,TBIT,PL42,0,Chandler
1005630,2013,Philippine Airlines,249,1,2023-06-05,07:54 PM,Imperial Terminal,PL195,0,Boise City
1005631,2256,British Airways,219180,1,2023-05-22,03:28 PM,T2,PL169,0,McKinney
1005632,5122,Aeromexico,5147,0,2023-02-23,09:23 AM,TBIT,PL142,0,Greensboro
1005633,2062,Copa Airlines,8696,0,2023-03-13,09:38 PM,T6,PL70,1,Nepal
1005634,1760,Philippine Airlines,358,1,2023-01-31,11:22 PM,T8,PL21,1,Equatorial Guinea
1005635,5022,Volaris,491753,0,2023-08-19,03:05 AM,TBIT,PL104,1,Cameroon
1005636,1497,American Airlines,45322,1,2023-09-04,04:25 AM,T4,PL5,1,Costa Rica
1005637,4426,Japan Airlines,61327,1,2023-04-23,01:51 AM,T2,PL1,0,San Bernardino
1005638,4226,Aeroflot,126670,1,2023-01-09,02:17 PM,T3,PL126,0,Kansas City
1005639,2705,Aeroflot,51059,1,2023-08-01,05:30 PM,T3,PL19,1,Cuba
1005640,3274,Turkish Airlines,156791,1,2023-06-07,05:03 PM,T8,PL24,0,Anchorage
1005641,6193,LATAM Airlines,185700,0,2023-07-23,10:05 AM,T2,PL157,1,Madagascar
1005642,1515,Norwegian Air Shuttle,56314,1,2023-09-15,07:55 PM,T3,PL41,1,Finland
1005643,6863,Norwegian Air Shuttle,232884,1,2023-08-27,10:33 AM,T7,PL147,0,Newport News
1005644,7420,Allegiant Air,11705,0,2023-09-18,08:39 PM,T5,PL101,1,Gambia
1005645,2530,Norwegian Air Shuttle,3393,0,2023-04-09,12:15 PM,T6,PL180,1,Portugal
1005646,8191,Avianca,887,0,2023-11-27,10:10 PM,T4,PL33,1,Philippines
1005647,4607,LATAM Airlines,226692,0,2023-01-23,04:51 AM,T5,PL4,0,Lexington
1005648,5033,Thai Airways,126277,1,2023-01-26,10:55 AM,Miscellaneous,PL136,0,Las Vegas
1005649,6242,Asiana Airlines,170298,1,2023-06-16,10:37 PM,T8,PL64,0,Amarillo
1005650,5327,Thai Airways,7741,1,2023-10-01,11:04 PM,TBIT,PL62,0,San Bernardino
1005651,4586,El Al,206884,1,2023-02-28,03:39 AM,T7,PL118,0,Vancouver
1005652,5066,Aeromexico,72851,1,2023-06-05,01:38 PM,Miscellaneous,PL86,0,Glendale
1005653,3717,Thai Airways,3620,1,2023-06-11,07:43 AM,T1,PL171,1,Armenia
1005654,7710,Air France,82450,0,2023-04-27,02:28 PM,T6,PL115,1,Niger
1005655,7743,Avianca,111075,0,2023-04-05,12:57 AM,T8,PL165,0,Newark
1005656,1109,Qantas,27898,0,2023-06-19,01:28 AM,T7,PL19,1,Colombia
1005657,2239,Air India,46452,1,2023-01-21,03:34 AM,T4,PL54,1,Moldova
1005658,4706,Cathay Pacific,395471,1,2023-11-11,04:06 PM,T4,PL166,0,Columbus
1005659,4128,LATAM Airlines,37572,1,2023-10-19,11:45 PM,T4,PL142,1,Lithuania
1005660,3921,Frontier Airlines,15415,0,2023-03-22,04:18 AM,T4,PL10,1,Cuba
1005661,5556,Allegiant Air,292,0,2023-01-11,01:03 AM,Imperial Terminal,PL159,0,Chicago
1005662,4805,Avianca,74676,0,2023-08-13,07:15 AM,T7,PL79,1,Myanmar
1005663,8203,El Al,4377,1,2023-07-05,01:06 AM,T8,PL5,1,Monaco
1005664,6329,El Al,28602,0,2023-12-02,07:26 PM,T2,PL3,0,Orlando
1005665,6801,Etihad Airways,480838,1,2023-07-11,02:10 PM,TBIT,PL104,1,Germany
1005666,9461,Allegiant Air,5228,0,2023-06-06,07:19 AM,T4,PL69,1,Colombia
1005667,2594,Thai Airways,408646,0,2023-04-28,01:02 PM,T1,PL53,0,Brownsville
1005668,6598,Finnair,6414,1,2023-10-23,07:59 AM,T7,PL37,1,Bosnia and Herzegovina
1005669,2871,China Airlines,337740,1,2023-02-08,03:39 PM,T4,PL88,0,Lincoln
1005670,1410,Saudia,198805,1,2023-12-03,07:10 AM,T2,PL99,1,Monaco
1005671,3998,British Airways,31543,0,2023-08-02,04:36 AM,T2,PL39,0,Toledo
1005672,1324,Southwest Airlines,286369,0,2023-04-15,07:13 PM,T7,PL21,0,Mobile
1005673,8158,Swiss International Air Lines,112086,1,2023-10-20,10:01 AM,Miscellaneous,PL121,0,San Bernardino
1005674,2325,Saudia,560,0,2023-09-27,04:47 AM,Miscellaneous,PL167,0,Salem
1005675,8008,Thai Airways,42381,1,2023-05-22,09:56 PM,T4,PL45,1,Afghanistan
1005676,6481,TAP Air Portugal,220106,0,2023-11-14,02:03 PM,T7,PL143,0,Portland
1005677,6076,Japan Airlines,31105,1,2023-05-09,01:28 PM,T4,PL11,1,Namibia
1005678,6297,Airlines,320139,1,2023-06-23,02:44 PM,T7,PL7,0,Milwaukee
1005679,3933,Korean Air,33725,0,2023-08-16,09:19 PM,T7,PL7,1,Monaco
1005680,9263,United Airlines,157407,0,2023-10-14,12:07 PM,T8,PL58,0,Greensboro
1005681,3178,Frontier Airlines,253464,1,2023-03-15,08:42 PM,T2,PL140,0,Frisco
1005682,2342,Scandinavian Airlines,5794,1,2023-04-12,06:12 PM,TBIT,PL9,0,Louisville
1005683,1325,British Airways,19657,0,2023-10-01,11:06 PM,T4,PL16,1,Palau
1005684,4975,TAP Air Portugal,127415,0,2023-08-28,09:10 PM,Miscellaneous,PL164,0,San Jose
1005685,5790,Etihad Airways,95569,1,2023-03-16,08:10 AM,T8,PL71,0,Ontario
1005686,1866,Japan Airlines,275110,0,2023-09-14,01:36 PM,T7,PL18,0,San Antonio
1005687,3789,Norwegian Air Shuttle,45923,1,2023-01-23,02:09 PM,T2,PL89,0,Gilbert
1005688,5336,Aeromexico,4853,0,2023-08-04,10:56 PM,T8,PL6,0,Nashville
1005689,1989,Air India,41730,1,2023-08-07,10:57 AM,T7,PL68,1,Albania
1005690,2771,Korean Air,142326,1,2023-05-22,06:59 PM,T8,PL151,0,McKinney
1005691,3849,Singapore Airlines,241520,1,2023-09-13,04:31 PM,T7,PL139,0,Yonkers
1005692,8203,Aeroflot,225917,1,2023-04-13,01:04 PM,T7,PL57,0,Laredo
1005693,2434,El Al,121631,1,2023-04-20,05:38 AM,T2,PL11,0,Lexington
1005694,6671,Finnair,25504,1,2023-04-15,11:44 PM,T5,PL120,1,Kazakhstan
1005695,4082,Cathay Pacific,143791,1,2023-07-30,09:38 AM,T2,PL14,1,France
1005696,6922,Korean Air,186487,0,2023-01-15,09:34 PM,T3,PL123,0,Plano
1005697,7051,Asiana Airlines,208234,1,2023-02-21,04:41 AM,T2,PL178,1,France
1005698,1521,Virgin Atlantic,399482,1,2023-08-25,11:45 AM,T4,PL124,0,Cape Coral
1005699,1473,Japan Airlines,2148,0,2023-10-16,12:53 PM,T8,PL24,1,Dominica
1005700,1196,Frontier Airlines,147354,1,2023-08-17,05:26 AM,T2,PL117,1,Mexico
1005701,5795,Emirates,150906,0,2023-04-25,08:20 PM,T2,PL122,1,San Marino
1005702,2812,Lufthansa,154669,0,2023-10-17,02:50 PM,T8,PL119,0,Winston-Salem
1005703,1954,TAP Air Portugal,72319,0,2023-03-10,02:14 PM,T7,PL137,1,Croatia
1005704,1636,Korean Air,1904,0,2023-07-23,11:13 AM,T5,PL150,1,Eritrea
1005705,7770,Emirates,54218,1,2023-10-30,03:08 AM,T5,PL24,1,Belize
1005706,2351,Emirates,39786,1,2023-09-04,04:05 PM,T4,PL175,1,Eritrea
1005707,1406,Spirit Airlines,33240,0,2023-03-06,03:54 PM,T7,PL99,1,Hungary
1005708,7903,United Airlines,102,1,2023-02-12,12:16 PM,T5,PL121,1,Australia
1005709,1780,Scandinavian Airlines,223948,1,2023-08-14,01:39 PM,T7,PL40,0,San Bernardino
1005710,3585,Airlines,5728,0,2023-08-16,09:54 AM,T5,PL186,1,Laos
1005711,8956,Asiana Airlines,898357,0,2023-12-25,04:18 AM,TBIT,PL47,1,Morocco
1005712,2688,Southwest Airlines,1893,0,2023-08-23,04:40 AM,T4,PL188,1,Hungary
1005713,7001,Air New Zealand,122596,1,2023-05-25,02:43 AM,T2,PL66,1,Indonesia
1005714,2362,Aeroflot,454728,0,2023-03-27,03:51 AM,TBIT,PL191,1,Kosovo
1005715,4286,Aeroflot,168867,0,2023-02-23,10:19 AM,T3,PL83,0,Denver
1005716,5579,Qantas,393409,1,2023-10-25,02:34 AM,T1,PL32,0,Seattle
1005717,2819,American Airlines,652,1,2023-05-06,02:53 PM,T1,PL9,1,Finland
1005718,7996,Philippine Airlines,425044,0,2023-04-23,07:05 PM,TBIT,PL196,1,Poland
1005719,4789,Spirit Airlines,152808,1,2023-02-21,11:33 PM,T8,PL78,0,Peoria
1005720,1262,El Al,398264,0,2023-07-07,10:26 AM,T1,PL94,0,Baltimore
1005721,8046,Japan Airlines,176238,1,2023-04-10,03:30 PM,T5,PL195,0,North Las Vegas
1005722,1520,EVA Air,285600,0,2023-10-26,11:13 AM,T6,PL191,0,Long Beach
1005723,9856,Korean Air,25768,1,2023-08-24,04:47 PM,T2,PL72,0,Irving
1005724,4383,Japan Airlines,310520,0,2023-08-02,07:46 PM,T7,PL132,0,Cincinnati
1005725,3667,Scandinavian Airlines,13893,0,2023-10-05,06:52 PM,T5,PL103,1,Israel
1005726,5043,American Airlines,3426,0,2023-06-27,01:56 AM,T8,PL4,1,Mauritania
1005727,9258,Southwest Airlines,7343,1,2023-03-24,07:51 PM,TBIT,PL14,0,Hialeah
1005728,1841,Virgin Atlantic,77727,1,2023-04-08,12:12 PM,T1,PL193,0,Oakland
1005729,9985,Thai Airways,145864,0,2023-08-29,02:13 AM,T8,PL144,0,Minneapolis
1005730,9213,El Al,255199,0,2023-02-15,02:12 AM,T6,PL72,0,Arlington
1005731,5589,Avianca,386482,0,2023-11-04,04:04 PM,T4,PL12,0,Indianapolis
1005732,2233,El Al,150184,0,2023-04-12,06:35 PM,T8,PL129,0,Saint Paul
1005733,8539,Air France,193816,1,2023-01-25,04:53 AM,T2,PL146,1,Kazakhstan
1005734,3867,United Airlines,3540,0,2023-01-17,02:13 PM,T8,PL33,1,Nauru
1005735,6993,American Airlines,32917,1,2023-11-17,07:08 PM,T5,PL34,1,Saint Kitts and Nevis
1005736,4677,Allegiant Air,537,1,2023-08-25,03:14 AM,Miscellaneous,PL172,0,Brownsville
1005737,7439,Scandinavian Airlines,88549,0,2023-11-26,04:36 PM,T2,PL53,0,Colorado Springs
1005738,7106,United Airlines,711229,1,2023-01-23,03:07 AM,TBIT,PL118,1,Eswatini
1005739,6950,Thai Airways,250410,1,2023-02-10,07:38 AM,T7,PL170,0,Tucson
1005740,4248,American Airlines,244408,0,2023-02-22,11:56 AM,T7,PL10,0,Madison
1005741,9843,Avianca,216615,0,2023-01-06,06:59 PM,T5,PL101,0,Toledo
1005742,5183,Lufthansa,313288,1,2023-03-21,05:12 AM,T7,PL47,0,Santa Ana
1005743,1721,Emirates,229077,0,2023-06-11,04:26 PM,T7,PL91,0,Peoria
1005744,8842,Lufthansa,327865,1,2023-10-01,11:21 PM,TBIT,PL39,1,Andorra
1005745,2127,Norwegian Air Shuttle,354706,1,2023-10-03,02:44 AM,T5,PL98,0,Omaha
1005746,9794,Air Canada,2268,0,2023-03-23,12:52 AM,T8,PL40,1,Brunei
1005747,4179,WestJet,56161,1,2023-12-06,05:30 PM,Miscellaneous,PL107,0,Mesa
1005748,1335,Scandinavian Airlines,395874,0,2023-01-04,10:19 PM,T1,PL51,0,Fontana
1005749,7948,American Airlines,339758,1,2023-12-16,04:08 AM,TBIT,PL180,1,Poland
1005750,2591,United Airlines,5710,1,2023-09-21,09:44 AM,TBIT,PL160,0,San Diego
1005751,2111,EVA Air,324443,1,2023-02-14,01:40 AM,TBIT,PL89,1,Denmark
1005752,3561,Aeroflot,451414,1,2023-04-20,08:01 AM,T1,PL122,0,Newport News
1005753,8785,Emirates,158945,1,2023-03-08,12:42 PM,T7,PL149,0,Henderson
1005754,6996,Alitalia,171,0,2023-12-20,04:13 PM,Miscellaneous,PL158,0,Jersey City
1005755,5781,Hawaiian Airlines,76165,0,2023-07-20,08:03 PM,T6,PL34,1,Equatorial Guinea
1005756,2748,Etihad Airways,103088,0,2023-11-10,10:31 AM,T2,PL105,0,Detroit
1005757,1734,Air New Zealand,163045,1,2023-03-21,04:36 AM,T3,PL155,0,San Diego
1005758,5664,Frontier Airlines,42,0,2023-02-22,08:57 PM,Imperial Terminal,PL63,0,Dallas
1005759,4493,Southwest Airlines,24389,0,2023-09-02,04:12 PM,T4,PL123,1,Bahamas
1005760,7758,Hawaiian Airlines,193,0,2023-04-29,09:08 AM,T6,PL109,1,Kazakhstan
1005761,4330,Japan Airlines,46668,0,2023-10-31,09:44 AM,T5,PL62,1,Palestine
1005762,5314,Norwegian Air Shuttle,31441,1,2023-07-18,01:07 AM,T3,PL3,1,North Macedonia
1005763,2104,Singapore Airlines,148404,1,2023-07-04,08:43 AM,T8,PL154,0,San Antonio
1005764,3673,Copa Airlines,5096,1,2023-11-08,07:55 AM,TBIT,PL47,0,Newport News
1005765,7878,Lufthansa,5002,0,2023-12-01,08:53 AM,Miscellaneous,PL186,1,North Macedonia
1005766,6932,Air India,307580,1,2023-03-10,12:00 PM,T3,PL25,0,Louisville
1005767,3982,Virgin Atlantic,100736,1,2023-10-13,09:56 PM,Miscellaneous,PL81,0,Akron
1005768,4013,Spirit Airlines,18,0,2023-04-24,09:13 AM,Miscellaneous,PL160,0,Chesapeake
1005769,5339,Air China,30785,1,2023-04-18,12:25 PM,T2,PL59,0,Lincoln
1005770,2796,Scandinavian Airlines,409127,0,2023-11-10,07:09 AM,TBIT,PL41,1,Kyrgyzstan
1005771,7694,Air India,65321,1,2023-04-03,12:26 AM,T6,PL5,1,Belarus
1005772,5163,Finnair,36617,1,2023-12-28,01:25 PM,T2,PL196,0,El Paso
1005773,7118,Iberia,20725,0,2023-08-04,09:25 PM,T2,PL191,0,El Paso
1005774,6149,Air New Zealand,348350,1,2023-07-01,04:39 AM,T4,PL134,0,Las Vegas
1005775,4777,United Airlines,21455,0,2023-08-22,06:45 PM,TBIT,PL137,0,Santa Rosa
1005776,2365,Air India,7122,0,2023-03-23,08:28 PM,TBIT,PL32,0,Atlanta
1005777,2201,Cathay Pacific,1284,1,2023-10-13,09:07 PM,T3,PL124,1,Qatar
1005778,1806,Japan Airlines,14654,0,2023-11-24,10:25 PM,T5,PL100,1,Afghanistan
1005779,1317,Philippine Airlines,152411,0,2023-07-11,04:39 AM,T2,PL67,1,Mauritius
1005780,7989,British Airways,40043,1,2023-11-10,01:03 PM,T7,PL116,1,Egypt
1005781,5950,El Al,36185,1,2023-04-28,11:31 PM,T4,PL153,1,Gabon
1005782,9465,Air India,253658,1,2023-02-26,04:52 PM,T5,PL64,0,Tulsa
1005783,2699,Finnair,398951,0,2023-04-13,12:18 PM,T4,PL164,0,Dallas
1005784,3662,Swiss International Air Lines,333454,0,2023-12-13,02:22 PM,T1,PL133,0,Aurora
1005785,2547,Frontier Airlines,73618,1,2023-11-16,02:02 PM,T4,PL157,1,Nigeria
1005786,5972,El Al,690369,1,2023-11-08,07:31 AM,TBIT,PL108,1,Guinea-Bissau
1005787,7816,Philippine Airlines,97070,1,2023-03-19,05:39 PM,T6,PL174,0,Newark
1005788,3219,Korean Air,136046,1,2023-04-03,07:26 AM,T8,PL89,0,Brownsville
1005789,8490,Avianca,27340,1,2023-02-20,05:59 PM,T6,PL71,1,Iraq
1005790,4385,Fiji Airways,325402,0,2023-01-31,03:47 PM,T1,PL94,0,Buffalo
1005791,5224,Korean Air,106857,0,2023-10-05,03:43 PM,T8,PL77,0,Mobile
1005792,3392,Iberia,610796,0,2023-01-19,01:20 AM,TBIT,PL146,1,Fiji
1005793,6788,British Airways,1343,0,2023-05-26,06:16 PM,TBIT,PL102,0,Winston-Salem
1005794,3187,Fiji Airways,154542,1,2023-06-13,08:06 PM,T2,PL199,1,Iceland
1005795,1214,Singapore Airlines,337,0,2023-11-10,01:19 PM,Imperial Terminal,PL83,0,Lincoln
1005796,2598,Airlines,48354,1,2023-07-30,09:06 AM,T4,PL185,1,Gambia
1005797,1475,Cathay Pacific,6012,1,2023-12-06,09:28 PM,Miscellaneous,PL89,1,Norway
1005798,3648,Air New Zealand,64509,0,2023-12-06,07:37 AM,T4,PL196,1,Malta
1005799,3563,Alitalia,182831,0,2023-04-12,11:24 AM,T5,PL39,0,Chandler
1005800,8187,China Airlines,116684,0,2023-11-20,10:08 AM,Miscellaneous,PL42,0,Cleveland
1005801,1880,Norwegian Air Shuttle,456,0,2023-09-11,03:14 AM,Miscellaneous,PL119,1,Jamaica
1005802,1954,Fiji Airways,3129,0,2023-01-26,11:04 AM,T8,PL132,1,Egypt
1005803,3719,Aeromexico,42185,0,2023-01-11,02:45 AM,T7,PL39,1,Laos
1005804,1038,Air India,202876,0,2023-04-11,02:49 AM,T6,PL109,0,Birmingham
1005805,3619,China Airlines,294783,1,2023-03-06,07:07 PM,T3,PL179,0,Mesa
1005806,1388,Emirates,318835,0,2023-03-14,07:04 PM,T5,PL11,0,Worcester
1005807,2577,Copa Airlines,305873,0,2023-09-22,08:28 PM,T6,PL50,0,Detroit
1005808,3443,Alaska Airlines,53634,1,2023-06-27,10:35 AM,T1,PL8,0,Detroit
1005809,7643,Air Canada,283476,1,2023-09-22,09:40 PM,T6,PL93,0,New York City
1005810,1538,LATAM Airlines,369041,0,2023-08-25,09:05 AM,T1,PL158,0,Riverside
1005811,1546,Fiji Airways,39677,1,2023-03-10,02:06 AM,T2,PL195,0,Atlanta
1005812,8795,Southwest Airlines,13,1,2023-10-18,11:05 AM,Miscellaneous,PL44,0,Tempe
1005813,7797,Fiji Airways,50328,0,2023-02-20,09:57 PM,Miscellaneous,PL22,0,Augusta
1005814,2237,Southwest Airlines,209146,0,2023-08-26,06:13 PM,T7,PL15,0,Grand Prairie
1005815,9544,Air New Zealand,117662,1,2023-04-28,01:50 AM,Miscellaneous,PL140,0,Garland
1005816,1750,Airlines,4317,0,2023-10-02,09:05 PM,T8,PL38,1,Comoros
1005817,5244,Finnair,757272,1,2023-11-02,09:41 PM,TBIT,PL53,1,Madagascar
1005818,3717,Frontier Airlines,171794,1,2023-06-06,01:14 AM,T2,PL168,1,Azerbaijan
1005819,2710,Iberia,51727,1,2023-11-09,04:54 PM,T6,PL33,1,Australia
1005820,5131,Air India,404817,1,2023-09-28,05:39 AM,T1,PL192,0,Grand Prairie
1005821,6796,Lufthansa,427344,0,2023-06-09,12:52 PM,T5,PL166,0,Ontario
1005822,7213,WestJet,28741,1,2023-04-22,08:45 PM,T7,PL21,1,Mexico
1005823,2080,Korean Air,3839,1,2023-04-24,04:48 AM,T6,PL192,1,Lesotho
1005824,7067,Alitalia,4597,0,2023-10-28,12:43 AM,T8,PL197,1,East Timor
1005825,2693,Air France,2024,0,2023-02-26,07:11 AM,T8,PL109,1,Guinea-Bissau
1005826,5109,Iberia,173902,1,2023-01-20,10:04 PM,T3,PL191,0,Indianapolis
1005827,6210,Frontier Airlines,242082,1,2023-02-18,02:14 PM,T6,PL120,0,Milwaukee
1005828,9551,Avianca,268126,0,2023-03-27,11:30 AM,T6,PL118,0,Tucson
1005829,7571,Singapore Airlines,117910,0,2023-01-25,06:15 AM,T8,PL6,0,Kansas City
1005830,4550,Alaska Airlines,67,0,2023-07-09,10:01 AM,Miscellaneous,PL195,0,Dallas
1005831,5748,American Airlines,28699,0,2023-11-21,08:54 PM,TBIT,PL107,0,Houston
1005832,1839,American Airlines,233920,0,2023-10-04,07:19 PM,T5,PL191,0,Lincoln
1005833,8441,United Airlines,6269,1,2023-11-03,05:58 AM,T8,PL159,1,Kyrgyzstan
1005834,1338,Alitalia,97,0,2023-08-08,10:57 AM,Miscellaneous,PL142,0,Aurora
1005835,5251,American Airlines,21402,1,2023-11-22,03:17 AM,TBIT,PL63,0,Lincoln
1005836,9913,British Airways,35543,1,2023-09-22,12:03 PM,T7,PL82,1,Qatar
1005837,4275,British Airways,428315,0,2023-04-17,06:59 PM,T1,PL147,0,Tucson
1005838,6833,Air France,373700,1,2023-12-20,12:35 AM,T3,PL38,0,Fort Wayne
1005839,9126,Hawaiian Airlines,101427,0,2023-10-23,06:51 PM,T2,PL52,1,San Marino
1005840,3495,Air Canada,240312,0,2023-10-17,05:23 AM,T3,PL176,0,Atlanta
1005841,1433,American Airlines,163267,1,2023-10-03,06:52 AM,T3,PL91,0,Miami
1005842,9548,Alaska Airlines,256462,1,2023-07-10,10:05 AM,T6,PL8,0,Virginia Beach
1005843,5425,British Airways,78,0,2023-03-20,03:12 PM,Imperial Terminal,PL111,0,Louisville
1005844,1986,Singapore Airlines,187681,0,2023-08-25,01:58 PM,T3,PL3,0,Rancho Cucamonga
1005845,8487,Air New Zealand,236018,1,2023-01-07,09:32 PM,T3,PL29,0,Jacksonville
1005846,7074,Iberia,257806,0,2023-07-21,05:44 AM,T5,PL17,0,Henderson
1005847,4387,Norwegian Air Shuttle,338032,0,2023-05-11,04:36 AM,T5,PL198,0,Oxnard
1005848,5019,Qantas,103606,1,2023-11-16,09:00 AM,T8,PL134,0,Madison
1005849,6213,Volaris,315247,1,2023-04-15,09:16 AM,TBIT,PL21,1,Finland
1005850,1014,Korean Air,1146,0,2023-08-02,10:51 AM,T4,PL71,1,India
1005851,5008,Qatar Airways,371369,1,2023-11-23,07:09 PM,TBIT,PL127,1,Saudi Arabia
1005852,1267,Etihad Airways,402514,0,2023-09-27,12:19 PM,TBIT,PL109,1,Azerbaijan
1005853,3404,Qantas,148154,1,2023-07-16,03:15 PM,T8,PL44,0,Louisville
1005854,7608,China Airlines,56512,1,2023-07-09,10:51 AM,T3,PL5,1,Bahamas
1005855,2667,Frontier Airlines,74730,1,2023-08-24,02:03 AM,T3,PL182,1,Marshall Islands
1005856,3533,Etihad Airways,42581,1,2023-03-24,03:52 AM,T7,PL43,1,Montenegro
1005857,5931,Scandinavian Airlines,10130,0,2023-04-14,10:24 PM,T5,PL197,1,Brunei
1005858,6848,Frontier Airlines,150,1,2023-04-16,09:18 AM,Miscellaneous,PL43,0,Gilbert
1005859,3779,Saudia,228456,1,2023-01-23,09:22 AM,T7,PL118,0,Knoxville
1005860,7134,Qatar Airways,24653,0,2023-11-25,10:42 AM,T5,PL32,1,Mauritania
1005861,5935,Thai Airways,203362,1,2023-10-07,04:22 AM,T7,PL130,0,Huntsville
1005862,7929,Spirit Airlines,41252,0,2023-04-27,12:43 PM,T2,PL87,0,Reno
1005863,1751,Finnair,531111,1,2023-05-21,12:36 AM,TBIT,PL197,1,Jamaica
1005864,8091,Thai Airways,25235,1,2023-02-04,09:39 AM,TBIT,PL72,0,Detroit
1005865,4342,Scandinavian Airlines,183,1,2023-06-02,01:35 AM,Miscellaneous,PL20,0,Tacoma
